state,poverty_rate,unemployment_rate,no_hs_diploma,SES_composite,SES_quartile,high_vulnerability
WI,7.8,3.1,4.5,0.25901761086356884,Q1_LeastVulnerable,0
OH,10.7,5.1,10.3,0.6384998939104604,Q3,0
OH,2.4,1.8,7.9,0.16252917462338212,Q1_LeastVulnerable,0
MN,3.3,0.2,6.6,0.10974962868661149,Q1_LeastVulnerable,0
TX,7.4,3.5,8.1,0.3710481646509654,Q2,0
WY,16.4,5.2,14.2,0.8286123488224062,Q4_MostVulnerable,1
PA,10.1,5.4,11.2,0.6792382771058775,Q3,0
NM,3.4,2.0,3.4,0.08651601952047527,Q1_LeastVulnerable,0
CA,2.4,4.4,6.4,0.23960322512200297,Q1_LeastVulnerable,0
OK,6.7,6.4,13.2,0.6974326331423722,Q3,0
OH,7.2,5.2,5.9,0.39645660937831534,Q2,0
PA,14.1,3.9,11.9,0.6796095904943772,Q3,0
CA,3.3,5.2,10.5,0.46610439210693827,Q2,0
NY,10.5,7.5,12.5,0.8113727986420539,Q4_MostVulnerable,1
IL,3.4,3.1,5.7,0.16226395077445363,Q1_LeastVulnerable,0
PA,15.6,8.7,13.2,0.9199023976235944,Q4_MostVulnerable,1
GA,13.9,5.3,11.9,0.7647994907702101,Q4_MostVulnerable,1
ND,13.4,3.2,10.2,0.5640780819011245,Q3,0
IL,13.5,4.9,11.6,0.7266603012942924,Q4_MostVulnerable,1
AL,6.2,6.5,7.6,0.488542329726289,Q2,0
NY,16.6,4.7,13.5,0.790897517504774,Q4_MostVulnerable,1
CA,7.2,4.2,7.1,0.37179079142796523,Q2,0
NY,10.6,5.2,7.7,0.5380861447061319,Q3,0
VA,16.9,6.3,13.4,0.8802779545936771,Q4_MostVulnerable,1
WA,2.0,1.9,9.4,0.2201357946106514,Q1_LeastVulnerable,0
GA,14.3,6.4,12.3,0.8359855718226182,Q4_MostVulnerable,1
SC,10.9,4.4,9.8,0.58004455760662,Q3,0
IA,12.0,3.5,12.5,0.6378103119032464,Q3,0
TX,4.3,3.6,6.9,0.2492573732230002,Q1_LeastVulnerable,0
PA,4.5,4.9,11.0,0.49840865690642905,Q3,0
CA,8.0,5.7,9.0,0.5580309781455548,Q3,0
LA,8.0,3.2,10.4,0.4628156163802249,Q2,0
IN,6.1,1.9,6.5,0.20390409505622745,Q1_LeastVulnerable,0
PA,15.6,6.2,13.8,0.8690324633991088,Q4_MostVulnerable,1
LA,0.4,4.5,5.7,0.20268406535115638,Q1_LeastVulnerable,0
ND,6.9,5.0,8.3,0.460322512200297,Q2,0
NJ,2.7,3.9,5.3,0.1847018883938044,Q1_LeastVulnerable,0
WV,16.3,8.2,11.9,0.8922660725652451,Q4_MostVulnerable,1
VA,10.1,5.7,10.6,0.6717059197963081,Q3,0
LA,6.6,4.2,9.6,0.4515701251856567,Q2,0
OK,3.7,4.1,6.6,0.25222788033099935,Q1_LeastVulnerable,0
TN,9.8,4.1,10.5,0.562433694037768,Q3,0
TX,3.0,0.8,6.4,0.10115637598132825,Q1_LeastVulnerable,0
CA,10.1,6.1,10.3,0.6804052620411628,Q3,0
IL,17.5,9.1,13.3,0.9432420963293019,Q4_MostVulnerable,1
IN,16.5,5.3,13.3,0.8232017823042649,Q4_MostVulnerable,1
ME,4.3,4.5,12.6,0.5161256100148526,Q3,0
CO,16.2,9.4,13.7,0.9408020369191599,Q4_MostVulnerable,1
MI,1.5,2.4,7.0,0.13669637173774665,Q1_LeastVulnerable,0
NC,6.8,2.8,9.3,0.3658497772119669,Q2,0
MI,4.5,3.5,6.7,0.2408232548270741,Q1_LeastVulnerable,0
NC,1.2,1.5,8.2,0.14937407171652875,Q1_LeastVulnerable,0
CA,12.6,4.9,10.7,0.677699978782092,Q3,0
TX,14.1,6.9,14.2,0.8832484617016764,Q4_MostVulnerable,1
VA,13.8,3.7,11.2,0.6390833863781031,Q3,0
NM,8.8,2.5,7.5,0.33518990027583273,Q2,0
TX,9.8,5.0,10.6,0.6260343730108211,Q3,0
CA,18.2,7.4,11.9,0.892106938255888,Q4_MostVulnerable,1
SC,6.8,4.6,9.5,0.4807447485677912,Q2,0
CA,9.9,7.8,7.5,0.6177063441544663,Q3,0
LA,5.7,3.9,7.2,0.31312327604498197,Q2,0
IN,14.3,7.2,9.3,0.7518035221727137,Q4_MostVulnerable,1
NE,13.9,4.7,17.6,0.7927540844472736,Q4_MostVulnerable,1
IL,10.1,6.2,6.7,0.5450880543178442,Q3,0
NY,8.7,3.8,9.4,0.4755994058985784,Q2,0
KS,9.0,4.8,11.8,0.6395077445363887,Q3,0
TX,9.8,4.8,12.0,0.6632187566305963,Q3,0
NY,2.0,4.2,7.7,0.26538298323785275,Q1_LeastVulnerable,0
FL,10.0,3.0,9.4,0.4600572883513685,Q2,0
IN,17.1,3.7,16.2,0.7571610439210694,Q4_MostVulnerable,1
TN,5.1,3.2,9.4,0.34129004880118813,Q2,0
KY,9.7,5.6,10.3,0.6457139826013155,Q3,0
MS,7.8,4.6,9.4,0.5038192234245703,Q3,0
NY,6.3,5.7,7.6,0.4548058561425843,Q2,0
IA,13.4,6.7,9.9,0.7485677912157861,Q4_MostVulnerable,1
IL,5.8,2.9,10.4,0.38616592403988964,Q2,0
MI,12.6,2.3,13.9,0.6155315085932527,Q3,0
FL,9.4,4.5,8.0,0.4803734351792914,Q2,0
IL,2.7,4.3,6.0,0.22628898790579247,Q1_LeastVulnerable,0
CA,5.4,3.0,7.4,0.2611924464247825,Q1_LeastVulnerable,0
IL,8.7,4.6,9.3,0.5220135794610651,Q3,0
IN,5.7,4.4,8.0,0.37550392531296417,Q2,0
WA,7.6,2.8,10.7,0.44499257373223,Q2,0
NV,7.9,5.3,7.4,0.4699236155315085,Q2,0
PA,5.6,6.1,6.1,0.40520899639295566,Q2,0
AR,3.7,2.9,9.3,0.2871843836197751,Q1_LeastVulnerable,0
CA,10.8,3.5,9.5,0.5073732230002123,Q3,0
SD,0.2,2.0,2.6,0.03776787608741778,Q1_LeastVulnerable,0
NM,6.8,0.7,7.4,0.23286653935921917,Q1_LeastVulnerable,0
CT,11.0,5.8,9.9,0.66995544239338,Q3,0
KY,14.1,6.9,15.2,0.8935391470401018,Q4_MostVulnerable,1
MS,7.0,6.6,10.4,0.6283152981116061,Q3,0
TN,18.1,7.1,16.4,0.9436134097178018,Q4_MostVulnerable,1
CA,3.3,3.6,8.3,0.2754614894971356,Q1_LeastVulnerable,0
NV,8.8,3.3,11.3,0.5234988330150647,Q3,0
OH,7.3,3.7,7.3,0.34972416719711436,Q2,0
WV,2.7,0.5,6.0,0.08009760237640569,Q1_LeastVulnerable,0
SC,10.3,4.8,8.2,0.5265223848928495,Q3,0
ID,7.8,3.9,8.5,0.4208572034797369,Q2,0
OH,3.2,3.4,8.0,0.249469552302143,Q1_LeastVulnerable,0
PA,10.2,4.1,10.4,0.5667303203904095,Q3,0
OK,2.0,2.7,8.6,0.21573307871843836,Q1_LeastVulnerable,0
TN,11.8,5.1,8.6,0.590600466793974,Q3,0
TX,5.1,3.0,8.6,0.29805856142584336,Q2,0
CA,20.7,8.3,12.9,0.9382028431996604,Q4_MostVulnerable,1
CA,5.1,3.6,7.7,0.29598981540420116,Q2,0
SC,7.8,5.5,10.4,0.5976554211754721,Q3,0
GA,10.2,4.9,9.7,0.5930405262041162,Q3,0
CA,5.8,3.2,9.0,0.3438892425206874,Q2,0
KY,13.3,5.7,9.7,0.6939847231063018,Q3,0
SD,8.8,3.6,6.0,0.33911521323997457,Q2,0
CA,1.3,1.8,6.8,0.10736261404625504,Q1_LeastVulnerable,0
NC,2.6,5.8,9.8,0.45814767663908346,Q2,0
AL,14.2,4.9,10.1,0.6793443666454487,Q3,0
CA,8.2,4.0,11.6,0.5624336940377679,Q3,0
IA,7.1,3.6,8.6,0.3880224909823891,Q2,0
CA,8.0,4.0,6.3,0.352959898154042,Q2,0
TN,3.1,2.4,4.3,0.10131551029068535,Q1_LeastVulnerable,0
TX,6.8,4.5,8.5,0.4319966051347337,Q2,0
PA,7.9,1.8,8.1,0.31121366433269676,Q2,0
GA,20.7,9.8,12.7,0.9461065138977297,Q4_MostVulnerable,1
MS,7.5,5.2,5.4,0.39284956503288776,Q2,0
CO,7.3,2.3,7.0,0.27121790791427963,Q1_LeastVulnerable,0
ID,8.3,1.1,9.5,0.3631444939528962,Q2,0
MN,8.2,3.0,9.1,0.40552726501166986,Q2,0
OK,6.9,3.7,7.4,0.3421918098875451,Q2,0
CA,12.8,9.7,11.8,0.8604392106938256,Q4_MostVulnerable,1
IL,6.7,4.8,10.4,0.5260449819647782,Q3,0
VA,14.3,3.6,12.9,0.6869828134945895,Q3,0
LA,6.9,3.0,8.2,0.3348716316571186,Q2,0
VA,12.9,5.8,13.3,0.8078718438361978,Q4_MostVulnerable,1
WI,11.6,5.9,8.9,0.6439104604286018,Q3,0
MS,6.3,1.9,7.7,0.2528113727986421,Q1_LeastVulnerable,0
IL,2.7,2.6,5.9,0.12863356673032036,Q1_LeastVulnerable,0
RI,18.1,6.4,11.6,0.8503607044345426,Q4_MostVulnerable,1
CO,6.8,2.4,7.6,0.2824103543390622,Q1_LeastVulnerable,0
GA,9.1,5.1,5.4,0.42722257585402085,Q2,0
PA,4.9,4.6,11.3,0.49809038828771485,Q3,0
ME,5.5,4.9,5.9,0.33062805007426266,Q2,0
FL,14.3,7.2,15.3,0.9070655633354553,Q4_MostVulnerable,1
NY,15.8,6.0,13.0,0.8492467642690431,Q4_MostVulnerable,1
OK,10.8,6.3,11.5,0.7512200297050712,Q4_MostVulnerable,1
CA,7.5,4.7,7.8,0.43772544027158916,Q2,0
ID,11.5,5.7,11.2,0.7249628686611501,Q4_MostVulnerable,1
FL,5.9,2.8,9.2,0.33513685550604705,Q2,0
KY,8.9,3.9,10.8,0.5428071292170592,Q3,0
PA,4.0,3.3,8.5,0.2808720560152769,Q1_LeastVulnerable,0
OH,3.8,6.8,6.2,0.38701464035646077,Q2,0
NC,10.6,5.6,9.4,0.6287396562698918,Q3,0
AL,9.7,4.0,6.6,0.40271589221302784,Q2,0
CO,9.3,3.5,10.7,0.5238171016337789,Q3,0
FL,6.8,3.3,10.6,0.4432951410990877,Q2,0
HI,9.3,8.1,12.9,0.8045300233396987,Q4_MostVulnerable,1
CO,5.2,3.0,8.2,0.2860704434542754,Q1_LeastVulnerable,0
LA,1.2,3.7,4.1,0.13271801400381922,Q1_LeastVulnerable,0
CA,8.3,3.9,5.7,0.3382134521536176,Q2,0
OR,2.8,3.2,8.5,0.2498939104604286,Q1_LeastVulnerable,0
PA,12.4,6.9,7.6,0.6464035646085295,Q3,0
MT,15.5,5.8,12.1,0.8143963505198387,Q4_MostVulnerable,1
CA,19.0,6.7,14.1,0.9150222788033101,Q4_MostVulnerable,1
TX,8.2,6.9,8.9,0.6091130914491831,Q3,0
WA,4.8,4.9,7.5,0.3642053893486102,Q2,0
FL,9.1,5.9,9.8,0.6299066412051773,Q3,0
OH,7.4,5.4,3.9,0.381869297687248,Q2,0
TN,8.3,5.2,9.2,0.5453532781667727,Q3,0
MS,14.2,9.3,7.6,0.7146721833227243,Q4_MostVulnerable,1
IN,6.6,4.0,9.8,0.4479630808402291,Q2,0
MI,7.5,5.1,7.7,0.45957988542329725,Q2,0
MN,4.0,1.0,2.7,0.0726713346064078,Q1_LeastVulnerable,0
KY,7.7,3.1,7.2,0.3236261404625504,Q2,0
VA,17.3,5.4,12.5,0.8190642902609803,Q4_MostVulnerable,1
OR,5.2,5.5,10.0,0.5108741778060684,Q3,0
GA,13.2,2.1,12.0,0.5786653935921918,Q3,0
NE,7.2,3.6,9.3,0.4198493528538086,Q2,0
OH,13.4,1.5,14.0,0.6050286441756842,Q3,0
CO,12.5,4.5,11.1,0.6667197114364524,Q3,0
IA,3.7,2.4,8.4,0.22867600254614895,Q1_LeastVulnerable,0
TX,12.4,7.8,12.6,0.8552938680246127,Q4_MostVulnerable,1
MO,2.6,3.4,3.7,0.13303628262253345,Q1_LeastVulnerable,0
FL,3.1,1.7,9.5,0.2387014640356461,Q1_LeastVulnerable,0
CA,6.9,5.7,5.6,0.40918735412688306,Q2,0
MS,16.4,6.9,15.0,0.9152344578824527,Q4_MostVulnerable,1
MO,10.5,5.2,7.2,0.517451729259495,Q3,0
IN,4.2,1.5,8.3,0.21117122851686823,Q1_LeastVulnerable,0
NY,1.6,1.0,9.5,0.19791003607044344,Q1_LeastVulnerable,0
CA,11.4,4.2,10.3,0.5946849140674729,Q3,0
CO,8.4,4.6,8.7,0.4904519414385742,Q3,0
MO,9.2,4.9,10.8,0.6152132399745386,Q3,0
CA,10.3,7.4,9.5,0.6981222151495863,Q3,0
TX,14.3,6.9,15.8,0.9013367281985997,Q4_MostVulnerable,1
CO,7.7,0.2,9.2,0.32468703585826436,Q2,0
NC,15.0,6.9,11.9,0.8498302567366859,Q4_MostVulnerable,1
KY,4.6,1.2,6.2,0.13908338637810314,Q1_LeastVulnerable,0
KY,1.9,1.1,4.1,0.042382771058773604,Q1_LeastVulnerable,0
PA,13.5,4.8,10.5,0.676479949077021,Q3,0
MN,3.3,2.0,5.9,0.11887332908975175,Q1_LeastVulnerable,0
OK,9.0,2.6,8.5,0.38123276044981963,Q2,0
MN,16.1,7.1,11.7,0.86001485253554,Q4_MostVulnerable,1
NV,2.0,0.5,10.2,0.22729683853172078,Q1_LeastVulnerable,0
PA,10.1,5.6,8.0,0.5612136643326968,Q3,0
NJ,1.8,5.9,6.2,0.3130702312751963,Q2,0
NM,8.0,2.4,10.2,0.4200615319329514,Q2,0
RI,0.4,1.7,6.5,0.08715255675790368,Q1_LeastVulnerable,0
WA,2.8,0.0,6.3,0.08773604922554636,Q1_LeastVulnerable,0
KS,4.9,3.0,6.9,0.2298429874814343,Q1_LeastVulnerable,0
MT,1.7,3.5,6.7,0.1821557394440908,Q1_LeastVulnerable,0
CA,10.9,6.3,11.0,0.7348291958412899,Q4_MostVulnerable,1
IA,9.8,5.1,9.4,0.5836516019520476,Q3,0
LA,16.6,8.3,10.2,0.8335455124124761,Q4_MostVulnerable,1
TN,3.3,6.8,5.7,0.3629853596435391,Q2,0
MN,6.5,6.5,6.0,0.4424994695523022,Q2,0
OK,2.3,1.9,4.8,0.07415658816040739,Q1_LeastVulnerable,0
AK,5.3,1.4,7.7,0.2137173774665818,Q1_LeastVulnerable,0
MI,17.9,6.7,14.6,0.9164544875875239,Q4_MostVulnerable,1
TX,11.9,4.2,14.5,0.710852959898154,Q4_MostVulnerable,1
FL,3.2,3.6,5.5,0.17976872480373438,Q1_LeastVulnerable,0
AZ,0.9,0.5,7.0,0.08678124336940378,Q1_LeastVulnerable,0
ME,0.8,2.1,6.0,0.0851368555060471,Q1_LeastVulnerable,0
OH,11.0,6.6,13.1,0.8069170379800551,Q4_MostVulnerable,1
MA,4.8,3.3,8.5,0.3007638446849141,Q2,0
MA,22.1,7.2,14.1,0.9370358582643751,Q4_MostVulnerable,1
NC,7.3,6.0,5.2,0.4284426055590919,Q2,0
GA,5.1,0.7,8.2,0.21488436240186717,Q1_LeastVulnerable,0
OR,2.4,2.2,5.2,0.09182049649904518,Q1_LeastVulnerable,0
CO,13.4,6.0,9.8,0.7169531084235095,Q4_MostVulnerable,1
KY,5.9,3.8,5.4,0.2583810736261405,Q1_LeastVulnerable,0
NY,7.8,4.6,9.2,0.494536388712073,Q3,0
TN,8.4,5.4,12.2,0.6723424570337365,Q3,0
RI,7.5,4.2,7.9,0.40870995119881176,Q2,0
OK,11.7,4.9,12.0,0.7089963929556546,Q4_MostVulnerable,1
IA,2.7,2.2,6.1,0.11871419478039465,Q1_LeastVulnerable,0
CA,7.2,3.2,6.0,0.2753023551877785,Q1_LeastVulnerable,0
FL,6.0,5.0,9.5,0.48318480797793334,Q2,0
TX,12.0,4.6,8.8,0.5708147676639084,Q3,0
TX,14.0,7.5,12.1,0.8618714194780394,Q4_MostVulnerable,1
WA,3.8,3.2,6.2,0.188468067048589,Q1_LeastVulnerable,0
CA,12.1,4.9,12.8,0.7353596435391471,Q4_MostVulnerable,1
MS,2.7,3.7,4.2,0.15764905580309782,Q1_LeastVulnerable,0
NY,7.4,3.1,9.5,0.4065881604073838,Q2,0
OH,7.9,5.3,7.3,0.4662104816465096,Q2,0
NY,13.6,6.4,10.8,0.7769467430511351,Q4_MostVulnerable,1
PA,11.7,4.6,3.6,0.42807129217059203,Q2,0
IA,2.9,3.7,10.6,0.3664863144493953,Q2,0
CO,11.5,6.3,11.8,0.7744536388712073,Q4_MostVulnerable,1
FL,8.9,6.4,7.9,0.5697008274984087,Q3,0
AL,17.7,8.8,11.6,0.9018671758964567,Q4_MostVulnerable,1
IA,5.3,4.3,6.7,0.31121366433269676,Q2,0
CA,6.4,2.2,9.6,0.3418204964990452,Q2,0
IN,18.6,11.3,10.5,0.8723742838956078,Q4_MostVulnerable,1
NY,14.6,4.3,12.0,0.7134521536176534,Q4_MostVulnerable,1
TX,2.9,4.3,10.0,0.3826119244642478,Q2,0
TN,7.5,4.9,6.5,0.40520899639295554,Q2,0
GA,10.2,3.3,10.3,0.5152768936982813,Q3,0
CO,12.0,5.4,15.4,0.7960959049437726,Q4_MostVulnerable,1
CT,3.5,2.9,8.0,0.23090388287714828,Q1_LeastVulnerable,0
WA,16.7,9.0,13.6,0.9413855293868024,Q4_MostVulnerable,1
MO,1.9,1.5,7.0,0.11526628474432421,Q1_LeastVulnerable,0
CO,3.7,2.7,6.0,0.15600466793974113,Q1_LeastVulnerable,0
TN,15.9,3.3,15.6,0.7192340335242946,Q4_MostVulnerable,1
KY,8.1,7.0,8.3,0.5849246764269044,Q3,0
TX,8.3,2.9,5.2,0.27169531084235093,Q1_LeastVulnerable,0
GA,9.0,5.2,8.7,0.5416401442817739,Q3,0
KY,4.2,3.1,5.2,0.17149374071716528,Q1_LeastVulnerable,0
MN,2.2,2.5,5.5,0.10672607680882666,Q1_LeastVulnerable,0
TX,9.9,6.2,9.4,0.644387863356673,Q3,0
TX,10.8,7.7,12.8,0.8271801400381923,Q4_MostVulnerable,1
MT,9.3,5.2,11.0,0.6435391470401018,Q3,0
FL,5.4,4.6,8.2,0.38781031190324633,Q2,0
KY,3.3,3.5,6.7,0.21186081052408234,Q1_LeastVulnerable,0
WV,6.8,5.6,6.3,0.41915977084659445,Q2,0
NJ,19.2,7.1,10.2,0.8223530659876936,Q4_MostVulnerable,1
PA,7.3,5.8,8.9,0.5406853384256313,Q3,0
MA,6.5,5.6,9.8,0.5437619350732018,Q3,0
MS,7.5,5.9,8.5,0.5344260555909188,Q3,0
LA,7.1,3.1,7.5,0.3185338425631233,Q2,0
OH,16.0,6.5,13.9,0.8865372374283895,Q4_MostVulnerable,1
TN,11.7,5.9,10.7,0.718968809675366,Q4_MostVulnerable,1
MN,5.1,1.5,10.9,0.33831954169318906,Q2,0
MI,6.1,6.2,10.5,0.5889030341608318,Q3,0
IN,7.6,4.3,10.7,0.5314555484829196,Q3,0
CO,8.7,5.0,10.9,0.6137810311903246,Q3,0
VA,4.2,2.4,4.5,0.13054317844260557,Q1_LeastVulnerable,0
IL,5.7,1.7,9.2,0.2905262041162741,Q2,0
SC,17.0,6.2,14.2,0.8867494165075325,Q4_MostVulnerable,1
OH,16.3,7.2,14.4,0.9185232336091661,Q4_MostVulnerable,1
RI,6.2,4.9,9.1,0.464566093783153,Q2,0
VA,5.8,4.0,8.8,0.38298323785274774,Q2,0
NM,11.8,6.0,16.3,0.8317419902397624,Q4_MostVulnerable,1
TX,1.6,2.0,5.7,0.08312115425419053,Q1_LeastVulnerable,0
CO,15.4,7.4,14.6,0.917303203904095,Q4_MostVulnerable,1
NY,5.0,5.7,6.6,0.3830893273923191,Q2,0
PA,10.5,6.2,11.8,0.7501060895395714,Q4_MostVulnerable,1
HI,1.9,3.8,7.8,0.24262677699978782,Q1_LeastVulnerable,0
OR,12.0,6.0,11.7,0.7676639083386378,Q4_MostVulnerable,1
PA,10.8,3.0,13.7,0.6102800763844685,Q3,0
TN,10.1,3.5,8.3,0.44287078294080207,Q2,0
IL,3.8,3.8,5.9,0.21472522809251007,Q1_LeastVulnerable,0
ND,5.6,3.7,8.2,0.33587948228304687,Q2,0
IL,9.3,5.4,11.4,0.6694780394653087,Q3,0
OR,4.8,6.0,7.8,0.43719499257373223,Q2,0
MA,4.7,4.5,9.9,0.4329514109908763,Q2,0
NV,14.7,8.3,11.0,0.8471249734776151,Q4_MostVulnerable,1
LA,1.2,2.5,3.3,0.06551029068533842,Q1_LeastVulnerable,0
CO,15.0,5.3,13.1,0.8045830681094843,Q4_MostVulnerable,1
CO,3.8,3.0,6.7,0.19600042435815831,Q1_LeastVulnerable,0
CA,11.3,4.2,11.8,0.6494271164863145,Q3,0
NM,9.7,7.2,9.8,0.6924994695523022,Q3,0
TN,3.6,4.3,6.1,0.24787820920857204,Q1_LeastVulnerable,0
AK,4.9,4.3,7.3,0.31948864841926583,Q2,0
CA,12.6,7.6,11.4,0.8210799915128368,Q4_MostVulnerable,1
MA,6.7,1.0,7.7,0.24506683640993,Q1_LeastVulnerable,0
OK,22.4,9.6,15.8,0.986420538934861,Q4_MostVulnerable,1
CO,5.3,1.6,6.8,0.18698281349458945,Q1_LeastVulnerable,0
HI,5.1,3.5,9.3,0.3534373010821133,Q2,0
FL,3.0,2.4,6.9,0.1587099511988118,Q1_LeastVulnerable,0
KY,4.7,4.4,11.8,0.4979842987481435,Q3,0
FL,7.6,4.6,9.1,0.4856248673880756,Q2,0
IA,21.0,10.3,14.4,0.975493316359007,Q4_MostVulnerable,1
OK,4.9,2.6,12.8,0.42531296414173564,Q2,0
NM,1.1,3.4,6.4,0.1575960110333121,Q1_LeastVulnerable,0
CA,5.6,3.9,9.8,0.41502227880331,Q2,0
NY,8.4,2.1,10.4,0.4261616804583068,Q2,0
MI,15.1,5.2,13.8,0.8115849777211966,Q4_MostVulnerable,1
VA,8.7,4.4,10.4,0.553946530872056,Q3,0
IL,6.4,5.6,6.0,0.39698705707617227,Q2,0
OK,5.2,4.3,8.3,0.3657967324421812,Q2,0
OK,12.0,3.8,8.3,0.49904519414385745,Q3,0
FL,8.0,4.2,8.6,0.4492892000848716,Q2,0
TX,12.1,8.6,9.6,0.7568427753023551,Q4_MostVulnerable,1
MI,3.2,3.1,7.3,0.2071928707829408,Q1_LeastVulnerable,0
NC,5.7,3.2,8.5,0.32054954381497985,Q2,0
CO,10.6,5.9,11.3,0.7209845109272225,Q4_MostVulnerable,1
GA,2.4,3.9,6.8,0.22151495862507956,Q1_LeastVulnerable,0
NE,3.7,2.4,5.6,0.13441544663696162,Q1_LeastVulnerable,0
IN,7.2,4.9,8.1,0.4554954381497984,Q2,0
MN,14.1,5.7,13.9,0.8303628262253341,Q4_MostVulnerable,1
KS,16.5,8.0,15.4,0.9470613197538723,Q4_MostVulnerable,1
NY,4.0,3.4,4.7,0.17287290473159347,Q1_LeastVulnerable,0
MI,9.0,5.4,6.4,0.4681731381285805,Q2,0
AL,15.4,5.5,11.3,0.7714300869934224,Q4_MostVulnerable,1
NY,12.0,4.4,13.1,0.7069276469340123,Q3,0
LA,8.5,6.0,11.7,0.6941969021854445,Q3,0
IN,9.5,4.7,7.9,0.49167197114364525,Q3,0
CA,4.2,3.7,7.7,0.2809781455548483,Q1_LeastVulnerable,0
FL,6.0,3.3,11.7,0.46101209420751116,Q2,0
FL,7.3,5.5,9.5,0.549384680670486,Q3,0
VA,6.9,3.2,11.3,0.4690218544451517,Q2,0
ME,6.5,3.7,10.2,0.4415446636961596,Q2,0
AR,3.7,4.3,5.0,0.2255994058985784,Q1_LeastVulnerable,0
CO,15.5,8.4,12.4,0.8989497135582432,Q4_MostVulnerable,1
CA,7.9,3.6,9.0,0.4262147252280925,Q2,0
NV,6.9,7.0,8.7,0.5690112454911945,Q3,0
CO,2.9,3.3,8.3,0.24920432845321452,Q1_LeastVulnerable,0
MI,10.2,3.5,10.9,0.5513473371525568,Q3,0
KS,4.7,4.0,1.5,0.20825376617865476,Q1_LeastVulnerable,0
SC,4.9,2.9,4.8,0.17106938255887968,Q1_LeastVulnerable,0
IN,5.8,4.4,3.5,0.27164226607256525,Q1_LeastVulnerable,0
MA,11.7,5.4,11.2,0.7117016762147252,Q4_MostVulnerable,1
OH,9.7,5.0,10.3,0.6120835985571822,Q3,0
ME,1.7,1.1,6.4,0.08280288563547634,Q1_LeastVulnerable,0
RI,15.2,8.0,10.7,0.834447273498833,Q4_MostVulnerable,1
NC,9.1,3.0,10.9,0.5005834924676428,Q3,0
LA,8.9,3.0,10.9,0.4960216422660726,Q3,0
MN,4.1,3.8,4.5,0.19791003607044344,Q1_LeastVulnerable,0
WA,13.5,8.4,8.8,0.742414597920645,Q4_MostVulnerable,1
NC,7.6,3.7,8.8,0.4160831741990239,Q2,0
TX,5.1,4.6,11.1,0.49681731381285804,Q3,0
CO,2.4,4.3,9.6,0.35508168894547,Q2,0
MI,7.0,5.3,9.6,0.5338956078930618,Q3,0
UT,14.5,5.9,10.8,0.7662316995544239,Q4_MostVulnerable,1
IN,5.1,1.9,9.3,0.2829408020369191,Q1_LeastVulnerable,0
WA,2.2,0.0,5.2,0.04954381497984298,Q1_LeastVulnerable,0
CA,5.6,3.3,6.2,0.2409823891364311,Q1_LeastVulnerable,0
TX,5.0,5.3,3.2,0.3025673668576278,Q2,0
MD,8.3,2.8,9.3,0.4064290260980267,Q2,0
CA,3.9,4.2,5.7,0.2372692552514322,Q1_LeastVulnerable,0
TX,4.6,2.0,7.5,0.20321451304901336,Q1_LeastVulnerable,0
GA,2.7,3.0,1.8,0.10651389772968385,Q1_LeastVulnerable,0
AK,10.4,6.2,10.5,0.6990770210057288,Q3,0
CO,4.9,2.5,2.6,0.13674941650753236,Q1_LeastVulnerable,0
NY,4.4,3.6,9.4,0.34813282410354335,Q2,0
WV,13.5,5.4,12.8,0.7851686823679186,Q4_MostVulnerable,1
CA,15.9,7.8,12.4,0.8950774453638871,Q4_MostVulnerable,1
MA,11.3,5.7,11.8,0.7415658816040738,Q4_MostVulnerable,1
CO,14.9,6.6,10.5,0.7870782940802036,Q4_MostVulnerable,1
OR,12.7,8.1,11.5,0.8351899002758328,Q4_MostVulnerable,1
CA,6.5,4.9,9.8,0.503872268194356,Q3,0
GA,3.2,1.9,0.4,0.07076172289412264,Q1_LeastVulnerable,0
DE,5.3,3.5,6.8,0.2649586250795672,Q1_LeastVulnerable,0
MO,4.7,3.3,7.3,0.2529174623382135,Q1_LeastVulnerable,0
TX,10.7,5.3,10.0,0.6391894759176745,Q3,0
MN,7.1,7.9,11.5,0.7104286017398684,Q4_MostVulnerable,1
CA,1.3,3.0,3.4,0.09022915340547422,Q1_LeastVulnerable,0
MO,5.3,0.5,6.4,0.15451941438574157,Q1_LeastVulnerable,0
SC,2.4,1.9,2.4,0.057871843836197756,Q1_LeastVulnerable,0
CA,7.0,1.2,11.5,0.41024824952259703,Q2,0
CA,13.7,5.6,11.4,0.7622533418204966,Q4_MostVulnerable,1
CT,3.3,0.0,5.8,0.08391682580097602,Q1_LeastVulnerable,0
OR,15.7,5.4,12.8,0.8102588584765541,Q4_MostVulnerable,1
NV,7.5,2.0,10.0,0.38510502864417573,Q2,0
MS,10.7,5.8,11.1,0.7103755569700828,Q4_MostVulnerable,1
GA,4.2,3.3,12.4,0.4339592616168046,Q2,0
IN,7.7,4.8,9.8,0.5318799066412051,Q3,0
WA,15.7,6.6,11.9,0.8467006153193295,Q4_MostVulnerable,1
GA,14.5,4.2,11.1,0.6759495013791641,Q3,0
TX,7.9,5.1,8.2,0.48970931466157436,Q3,0
NE,6.7,6.9,5.3,0.4464778272862296,Q2,0
CA,8.3,5.1,9.2,0.5397305325694887,Q3,0
MI,9.6,4.3,11.4,0.6079461065138977,Q3,0
